Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
23,138323,133770
45,11022,10677
58,17837,17180
39,50902,48921
22,15671,15182
2,63386,61451
9,402638,389425
10,6918,6658
60,20566,19774
57,118031,113913
61,94979,92092
34,237466,228336
5,11933,11514
52,6902,6646
16,93300,89788
37,46320,45050
29,155808,150180
65,290805,280759
15,344933,331469
30,81449,78442
66,5046611,4873607
11,93453,89598
27,41689,40028
6,7125,6867
24,188937,181930
13,117690,113247
46,6176701,5963524
43,346884,333857
64,864962,834623
71,819,789
