Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
50,284,276
55,4706,4537
53,10732,10331
67,534271,514608
26,7387,7180
57,118031,113913
25,106489,102547
30,81449,78442
28,186815,179620
51,33861,32567
21,39839,38305
6,7125,6867
44,223044,215378
1,74938,72172
56,29469,28332
22,15671,15182
42,488548,470446
62,112268,107818
2,63386,61451
60,20566,19774
31,2751,2645
16,93300,89788
5,11933,11514
34,237466,228336
68,57999,56089
19,29577,28426
65,290805,280759
4,462679,446775
41,226866,217945
52,6902,6646
