Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
69,10801638,10404167
62,112268,107818
67,534271,514608
22,15671,15182
25,106489,102547
64,864962,834623
57,118031,113913
27,41689,40028
65,290805,280759
63,4124,4017
2,63386,61451
44,223044,215378
61,94979,92092
37,46320,45050
28,186815,179620
12,61284,59016
35,68328,65714
50,284,276
45,11022,10677
5,11933,11514
49,3961,3818
17,7938,7667
6,7125,6867
16,93300,89788
42,488548,470446
21,39839,38305
34,237466,228336
3,115263,111236
1,74938,72172
19,29577,28426
