Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
44,223044,215378
36,3749,3652
13,117690,113247
28,186815,179620
64,864962,834623
46,6176701,5963524
43,346884,333857
3,115263,111236
30,81449,78442
51,33861,32567
57,118031,113913
22,15671,15182
15,344933,331469
61,94979,92092
66,5046611,4873607
62,112268,107818
60,20566,19774
47,399040,385322
17,7938,7667
42,488548,470446
14,296215,285133
50,284,276
21,39839,38305
53,10732,10331
27,41689,40028
20,6427,6221
5,11933,11514
56,29469,28332
69,10801638,10404167
63,4124,4017
