Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
67,534271,514608
22,15671,15182
25,106489,102547
19,29577,28426
38,12724,12335
12,61284,59016
60,20566,19774
8,106646,102749
13,117690,113247
7,108611,104706
46,6176701,5963524
26,7387,7180
54,1036,996
24,188937,181930
5,11933,11514
43,346884,333857
69,10801638,10404167
35,68328,65714
20,6427,6221
45,11022,10677
23,138323,133770
34,237466,228336
50,284,276
59,102800,99076
30,81449,78442
32,2054,1974
11,93453,89598
3,115263,111236
58,17837,17180
63,4124,4017
