Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
66,5046611,4873607
60,20566,19774
12,61284,59016
34,237466,228336
11,93453,89598
70,20908,20264
24,188937,181930
17,7938,7667
31,2751,2645
40,52193,50336
20,6427,6221
4,462679,446775
41,226866,217945
8,106646,102749
10,6918,6658
37,46320,45050
19,29577,28426
56,29469,28332
16,93300,89788
65,290805,280759
25,106489,102547
23,138323,133770
22,15671,15182
5,11933,11514
58,17837,17180
39,50902,48921
52,6902,6646
26,7387,7180
15,344933,331469
9,402638,389425
