Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
52,6902,6646
43,346884,333857
39,50902,48921
22,15671,15182
33,312918,300967
69,10801638,10404167
42,488548,470446
19,29577,28426
46,6176701,5963524
36,3749,3652
66,5046611,4873607
5,11933,11514
37,46320,45050
64,864962,834623
12,61284,59016
7,108611,104706
23,138323,133770
70,20908,20264
1,74938,72172
67,534271,514608
25,106489,102547
30,81449,78442
9,402638,389425
13,117690,113247
59,102800,99076
45,11022,10677
56,29469,28332
54,1036,996
47,399040,385322
27,41689,40028
