Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
29,155808,150180
33,312918,300967
28,186815,179620
24,188937,181930
27,41689,40028
31,2751,2645
6,7125,6867
8,106646,102749
22,15671,15182
20,6427,6221
35,68328,65714
37,46320,45050
69,10801638,10404167
64,864962,834623
43,346884,333857
58,17837,17180
68,57999,56089
38,12724,12335
70,20908,20264
5,11933,11514
65,290805,280759
46,6176701,5963524
62,112268,107818
49,3961,3818
11,93453,89598
34,237466,228336
18,2090,2010
16,93300,89788
45,11022,10677
9,402638,389425
