Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
49,3961,3818
8,106646,102749
28,186815,179620
52,6902,6646
16,93300,89788
36,3749,3652
38,12724,12335
25,106489,102547
45,11022,10677
37,46320,45050
59,102800,99076
57,118031,113913
31,2751,2645
2,63386,61451
27,41689,40028
7,108611,104706
1,74938,72172
24,188937,181930
63,4124,4017
62,112268,107818
35,68328,65714
4,462679,446775
60,20566,19774
14,296215,285133
5,11933,11514
15,344933,331469
69,10801638,10404167
53,10732,10331
23,138323,133770
71,819,789
