Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
52,6902,6646
25,106489,102547
66,5046611,4873607
1,74938,72172
34,237466,228336
45,11022,10677
59,102800,99076
43,346884,333857
58,17837,17180
21,39839,38305
41,226866,217945
51,33861,32567
6,7125,6867
12,61284,59016
53,10732,10331
39,50902,48921
2,63386,61451
69,10801638,10404167
3,115263,111236
64,864962,834623
36,3749,3652
37,46320,45050
49,3961,3818
38,12724,12335
9,402638,389425
30,81449,78442
13,117690,113247
33,312918,300967
10,6918,6658
15,344933,331469
