Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
9,402638,389425
50,284,276
15,344933,331469
42,488548,470446
2,63386,61451
56,29469,28332
24,188937,181930
14,296215,285133
3,115263,111236
33,312918,300967
65,290805,280759
16,93300,89788
28,186815,179620
70,20908,20264
30,81449,78442
44,223044,215378
11,93453,89598
36,3749,3652
46,6176701,5963524
51,33861,32567
68,57999,56089
4,462679,446775
37,46320,45050
47,399040,385322
59,102800,99076
54,1036,996
71,819,789
5,11933,11514
55,4706,4537
1,74938,72172
