Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
55,4706,4537
1,74938,72172
11,93453,89598
54,1036,996
63,4124,4017
17,7938,7667
43,346884,333857
42,488548,470446
66,5046611,4873607
30,81449,78442
19,29577,28426
44,223044,215378
23,138323,133770
24,188937,181930
45,11022,10677
5,11933,11514
34,237466,228336
13,117690,113247
28,186815,179620
2,63386,61451
9,402638,389425
64,864962,834623
20,6427,6221
49,3961,3818
61,94979,92092
35,68328,65714
37,46320,45050
65,290805,280759
27,41689,40028
18,2090,2010
