Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
58,17837,17180
64,864962,834623
27,41689,40028
53,10732,10331
66,5046611,4873607
1,74938,72172
54,1036,996
50,284,276
21,39839,38305
28,186815,179620
11,93453,89598
68,57999,56089
47,399040,385322
23,138323,133770
26,7387,7180
52,6902,6646
36,3749,3652
10,6918,6658
39,50902,48921
63,4124,4017
65,290805,280759
2,63386,61451
45,11022,10677
19,29577,28426
41,226866,217945
24,188937,181930
57,118031,113913
40,52193,50336
60,20566,19774
22,15671,15182
