Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
40,52193,50336
45,11022,10677
22,15671,15182
68,57999,56089
43,346884,333857
7,108611,104706
23,138323,133770
63,4124,4017
53,10732,10331
37,46320,45050
25,106489,102547
48,525,508
28,186815,179620
41,226866,217945
14,296215,285133
27,41689,40028
30,81449,78442
62,112268,107818
52,6902,6646
67,534271,514608
34,237466,228336
6,7125,6867
9,402638,389425
24,188937,181930
51,33861,32567
4,462679,446775
17,7938,7667
5,11933,11514
29,155808,150180
2,63386,61451
