Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
47,399040,385322
60,20566,19774
20,6427,6221
28,186815,179620
39,50902,48921
1,74938,72172
66,5046611,4873607
35,68328,65714
41,226866,217945
52,6902,6646
22,15671,15182
71,819,789
44,223044,215378
24,188937,181930
11,93453,89598
36,3749,3652
59,102800,99076
32,2054,1974
54,1036,996
38,12724,12335
7,108611,104706
48,525,508
57,118031,113913
40,52193,50336
61,94979,92092
70,20908,20264
65,290805,280759
42,488548,470446
3,115263,111236
69,10801638,10404167
