Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
50,284,276
28,186815,179620
20,6427,6221
69,10801638,10404167
57,118031,113913
38,12724,12335
25,106489,102547
18,2090,2010
32,2054,1974
6,7125,6867
47,399040,385322
41,226866,217945
34,237466,228336
11,93453,89598
12,61284,59016
70,20908,20264
46,6176701,5963524
31,2751,2645
9,402638,389425
7,108611,104706
61,94979,92092
29,155808,150180
16,93300,89788
24,188937,181930
35,68328,65714
17,7938,7667
37,46320,45050
33,312918,300967
30,81449,78442
39,50902,48921
