Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
4,462679,446775
30,81449,78442
7,108611,104706
40,52193,50336
32,2054,1974
65,290805,280759
36,3749,3652
51,33861,32567
24,188937,181930
21,39839,38305
53,10732,10331
27,41689,40028
15,344933,331469
29,155808,150180
2,63386,61451
35,68328,65714
70,20908,20264
3,115263,111236
59,102800,99076
49,3961,3818
41,226866,217945
67,534271,514608
48,525,508
34,237466,228336
66,5046611,4873607
46,6176701,5963524
60,20566,19774
22,15671,15182
19,29577,28426
38,12724,12335
