Plane ID,Plan 1 Fuel Consumption,Plan 2 Fuel Consumption
35,68328,65714
43,346884,333857
55,4706,4537
16,93300,89788
51,33861,32567
33,312918,300967
61,94979,92092
10,6918,6658
45,11022,10677
66,5046611,4873607
28,186815,179620
26,7387,7180
60,20566,19774
14,296215,285133
31,2751,2645
3,115263,111236
68,57999,56089
20,6427,6221
4,462679,446775
64,864962,834623
38,12724,12335
56,29469,28332
29,155808,150180
37,46320,45050
70,20908,20264
63,4124,4017
67,534271,514608
21,39839,38305
41,226866,217945
50,284,276
